text,rating,open,review_len,price,description,brief_des,attribute,location
Pour 24,4.5,Open Now,69 reviews,$$ - $$$,,  ,,"3790 Las Vegas Blvd S New York New York Las Vegas Hotel & Casino, Las Vegas, NV 89109-4338"
Little Tony's,4.0,Open Now,75 reviews,$$ - $$$,,   Italian Pizza Vegetarian Friendly,,"2411 W Sahara Ave The Palace Station Hotel & Casino, Las Vegas, NV 89102-4343"
Sekushi Sushi and Raw Bar,4.0,,125 reviews,$$ - $$$,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",   Japanese Sushi Asian,"$25 - $50,Vegetarian Friendly, Gluten Free Options, Vegan Options,Lunch, Dinner,Japanese, Sushi, Asian,Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol","3655 Las Vegas Blvd S, Las Vegas, NV 89109-4345"
Gyu-Kaku Japanese Bbq,4.5,Open Now,61 reviews,$$ - $$$,"Japanese, Barbecue, Asian",   Japanese Barbecue Asian,"Lunch, Dinner,Japanese, Barbecue, Asian,Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol","3550 S Decatur Blvd, Las Vegas, NV 89103-5802"
Jalisco Cantina,4.5,Open Now,56 reviews,$$ - $$$,,   Mexican,,"3460 E Sunset Rd, Las Vegas, NV 89120-3355"
Guy Fieri's El Burro Borracho,3.5,Opens in 21 min,450 reviews,$$ - $$$,,   Mexican Southwestern Latin,,"3700 W Flamingo Rd Rio All-Suite Hotel & Casino, Las Vegas, NV 89103-4043"
Scotch 80 Prime,4.5,Closed Now,35 reviews,$$$$,, American Steakhouse,,"4321 W Flamingo Rd Palms Casino Resort, Las Vegas, NV 89103-3903"
The Cracked Egg,4.5,Closed Now,108 reviews,$$ - $$$,"American, Vegetarian Friendly, Vegan Options, Gluten Free Options",   American Vegetarian Friendly Vegan Options,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Brunch,American,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible","7660 W Cheyenne Ave Ste 125, Las Vegas, NV 89129-6755"
Tetsu,4.0,Closed today,106 reviews,$$$$,, Japanese Asian Sushi,,"Aria Casino and Hotel 3730 Las Vegas Blbd South Las Vegas, NV 89109, Las Vegas, NV"
Divine Cafe,4.5,Closed Now,46 reviews,$$ - $$$,,   Pizza Cafe Soups,,"333 S Valley View Blvd, Las Vegas, NV 89107-4372"
Rhythm Kitchen Seafood & Steaks,4.0,Open Now,171 reviews,$$ - $$$,"American, Seafood, Cajun & Creole, Vegetarian Friendly, Gluten Free Options",   American Seafood Cajun  Creole,"$0,Vegetarian Friendly, Gluten Free Options,Lunch, Dinner, Late Night,American, Seafood, Cajun & Creole,Takeout, Reservations, Private Dining, Seating, Waitstaff, Parking Available, Television, Highchairs Available, Serves Alcohol, Full Bar","6435 S Decatur Blvd, Las Vegas, NV 89118-4369"
TGI Fridays,4.0,Open Now,232 reviews,$$ - $$$,"American, Bar",   American Bar,"Lunch, Dinner, Late Night,American, Bar,Takeout, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar","4000 W Flamingo Rd Gold Coast Hotel, Las Vegas, NV 89103-4004"
Cantina Laredo,4.0,Open Now,123 reviews,$$ - $$$,"Mexican, Southwestern, Latin, Bar, Spanish, Pub",   Mexican Southwestern Latin,"$0,Gluten Free Options,Dinner, Lunch,Mexican, Southwestern, Latin, Bar, Spanish, Pub,Outdoor Seating, Seating, Waitstaff, Television, Reservations, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar","430 S Rampart Blvd Ste 110, Las Vegas, NV 89145-5734"
Burgers & Brews,4.0,Opens in 21 min,113 reviews,$$ - $$$,"American, Bar",   American Bar,"Breakfast, Lunch, Dinner, Brunch,American, Bar,Reservations, Seating, Waitstaff, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Takeout","12300 Las Vegas Blvd S M Resort Spa Casino, Las Vegas, NV 89044-9506"
The Melting Pot,4.0,Closed Now,105 reviews,$$$$,, American Vegetarian Friendly Gluten Free Options,,"8704 W Charleston Blvd, Las Vegas, NV 89117-5479"
California Noodle House,4.0,Opens in 21 min,119 reviews,$$ - $$$,"Asian, Chinese, Vegetarian Friendly",   Asian Chinese Vegetarian Friendly,"Vegetarian Friendly,Lunch, Dinner,Asian, Chinese,Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Parking Available","12 E Ogden Ave California Hotel & Casino, Las Vegas, NV 89101-2943"
Rachel's Kitchen,4.5,Open Now,76 reviews,$,, American Contemporary Healthy,,"150 Las Vegas Blvd N Ste 160, Las Vegas, NV 89101-2916"
Pho Saigon 8,4.0,Open Now,102 reviews,$,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options", Asian Vietnamese Vegetarian Friendly,"Vegetarian Friendly, Vegan Options,Lunch, Dinner,Asian, Vietnamese,Takeout, Seating, Waitstaff, Wheelchair Accessible","5650 West Spring Mountain Suite B, Las Vegas, NV 89146"
Primrose,4.0,Open Now,142 reviews,$$ - $$$,,   French American Vegetarian Friendly,,"3770 Las Vegas Blvd S, Las Vegas, NV 89109-4337"
Cravings Buffet,4.0,Open Now,"3,889 reviews",$$ - $$$,"Quick Bites, Italian, Mexican, Chinese, Japanese, American",   Quick Bites Italian Mexican,"$15 - $30,Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch,Italian, Mexican, Chinese, Japanese, American, Asian,Seating, Waitstaff, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Buffet","3400 Las Vegas Blvd S Mirage Hotel & Casino, Las Vegas, NV 89109-8923"
The Cafe at The Wynn Resorts,4.0,,102 reviews,$$ - $$$,,   Quick Bites American Cafe,,"3121 Las Vegas Blvd S, Las Vegas, NV 89109-1967"
Chipotle Mexican Grill,4.0,Open Now,61 reviews,$,"Mexican, Southwestern, Fast Food, Vegetarian Friendly", Mexican Southwestern Fast Food,"Vegetarian Friendly,Lunch, Dinner,Mexican, Southwestern, Fast Food,Takeout, Seating, Wheelchair Accessible","3663 Las Vegas Blvd S Ste A020, Las Vegas, NV 89109-1920"
Mezzo Bistro & Wine,4.0,Open Now,200 reviews,$$ - $$$,"Italian, Wine Bar, Vegetarian Friendly, Gluten Free Options",   Italian Wine Bar Vegetarian Friendly,"$15 - $20,Vegetarian Friendly, Gluten Free Options,Lunch, Dinner,Italian, Wine Bar,Takeout, Reservations, Seating, Waitstaff, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar","4275 N Rancho Dr Ste 130, Las Vegas, NV 89130-3452"
Izakaya Go,4.5,Closed Now,46 reviews,$$ - $$$,,   Japanese Seafood Sushi,,"Las Vegas, NV 89102"
Wolfgang Puck Bar & Grill,4.0,Open Now,102 reviews,$$ - $$$,"American, Bar, Contemporary, Pub, Vegetarian Friendly, Gluten Free Options",   American Bar Contemporary,"Vegetarian Friendly, Gluten Free Options,Lunch, Dinner,American, Bar, Contemporary, Pub,Reservations, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Takeout, Outdoor Seating, Parking Available","10955 Oval Park Dr, Las Vegas, NV 89135-1447"
Jessie Raes BBQ,4.5,Open Now,100 reviews,$$ - $$$,,   Fast Food American Barbecue,,"5611 S Valley View Blvd, Las Vegas, NV 89118"
Mi Casa Grill Cantina,4.0,Opens in 21 min,167 reviews,$$ - $$$,"Japanese, Sushi, Vegetarian Friendly",   Japanese Sushi Vegetarian Friendly,"$10 - $30,Vegetarian Friendly,Lunch, Dinner, Late Night,Japanese, Sushi,Reservations, Seating, Waitstaff, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Takeout","3333 Blue Diamond Rd Silverton Casino, Las Vegas, NV 89139-7888"
Starbucks,4.0,Open Now,303 reviews,$$ - $$$,,   American Cafe,,"3799 Las Vegas Blvd S, Las Vegas, NV 89109-4319"
Starbucks,4.0,Open Now,304 reviews,$$ - $$$,,   Cafe American,,"129 Fremont St, Las Vegas, NV 89101-5603"
Prosecco Fresh Italian Kitchen,4.5,Open Now,72 reviews,$$ - $$$,,   Italian Pizza Vegetarian Friendly,,"8878 S Eastern Ave Ste 104, Las Vegas, NV 89123-3290"
McDonald's,4.0,Open Now,268 reviews,$,, Quick Bites American Fast Food,,"301 Fremont Street, Las Vegas, NV 89101"
Roxy's Diner,4.0,Open Now,"1,639 reviews",$$ - $$$,"Local cuisine, American, Diner, Vegetarian Friendly",   American Diner Vegetarian Friendly,"$10 - $18,Vegetarian Friendly,Breakfast, Lunch, Dinner, Brunch, Late Night,American, Diner,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol","2000 Las Vegas Blvd S Stratosphere Hotel, Casino and Tower, Las Vegas, NV 89104-2507"
Chang's,4.5,,106 reviews,$$ - $$$,,   Chinese Asian,,"3645 Las Vegas Blvd S, Las Vegas, NV 89109-4321"
Baja Fresh,4.0,,119 reviews,$,, Quick Bites Mexican Southwestern,,"3850 Las Vegas Blvd S, Las Vegas, NV 89109-4324"
Public House At Luxor Hotel,3.5,Open Now,559 reviews,$$ - $$$,"American, Bar, Pub",   American Bar Pub,"Lunch, Dinner, Late Night,American, Bar, Pub,Takeout, Reservations, Seating, Waitstaff, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3900 Las Vegas Blvd S, Las Vegas, NV 89119-1004"
Turmeric Flavors Of India,4.5,Open Now,77 reviews,$$ - $$$,"Indian, Vegetarian Friendly, Vegan Options, Gluten Free Options",   Indian Vegetarian Friendly Vegan Options,"$15 - $30,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner,Indian,Takeout, Reservations, Seating, Waitstaff, Parking Available, Street Parking, Free Off-Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Outdoor Seating, Television","700 Fremont St, Las Vegas, NV 89101-5616"
Tony Roma's,3.5,Closed Now,"1,480 reviews",$$ - $$$,"American, Steakhouse, Bar, Barbecue",   American Steakhouse Bar,"Lunch, Dinner, Late Night,American, Steakhouse, Bar, Barbecue,Takeout, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","200 Fremont St, Las Vegas, NV 89101-5674"
Sid's Cafe,3.5,Open Now,492 reviews,$$ - $$$,"American, Cafe, Soups, Deli, Vegetarian Friendly, Vegan Options",   American Cafe Soups,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch,American, Cafe, Soups, Deli,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol","3000 Paradise Road Westgate Las Vegas Resort & Casino, Las Vegas, NV 89109-1287"
Rainforest Cafe,3.5,Open Now,683 reviews,$$ - $$$,"American, Bar, Vegetarian Friendly, Vegan Options, Gluten Free Options",   American Bar Vegetarian Friendly,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night, Drinks,American, Bar,Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3717 Las Vegas Blvd S outside Planet Hollywood Resort and Casino, Las Vegas, NV 89109-4384"
Public School,4.0,,134 reviews,$$ - $$$,"American, Bar, Pub, Vegetarian Friendly, Gluten Free Options, Vegan Options",   American Bar Pub,"Vegetarian Friendly, Gluten Free Options, Vegan Options,Lunch, Dinner, Brunch,American, Bar, Pub,Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","1850 Festival Plaza Dr, Las Vegas, NV 89135-2897"
Sports Deli,4.0,Open Now,194 reviews,$$ - $$$,"American, Deli",   American Deli,"Lunch, Dinner,American, Deli,Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Television","The Rio All Suite Hotel and Casino 3700 W Flamingo Rd, Las Vegas, NV 89103"
Yong Kang Street,3.5,Open Now,519 reviews,$$ - $$$,"Chinese, Asian, Taiwanese, Soups, Vegan Options, Vegetarian Friendly",   Chinese Asian Taiwanese,"Vegan Options, Vegetarian Friendly,Lunch, Dinner, Late Night,Chinese, Asian, Taiwanese, Soups,Takeout, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol","3655 Las Vegas Blvd S Paris Las Vegas, Las Vegas, NV 89109-4345"
St. Tropez Buffet,4.0,Closes in 21 min,166 reviews,$,"American, Vegetarian Friendly, Vegan Options, Gluten Free Options", American Vegetarian Friendly Vegan Options,"$20,Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch,American,Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi","9090 Alta Dr, Las Vegas, NV 89145-8508"
M&M Soul Food Restaurant,4.0,Open Now,204 reviews,$$ - $$$,"Local cuisine, American",   American,"Breakfast, Lunch, Dinner, Brunch,American,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible","3923 W Charleston Blvd, Las Vegas, NV 89102-1620"
Settebello,4.5,Open Now,80 reviews,$$ - $$$,"Italian, Pizza, Vegetarian Friendly, Vegan Options",   Italian Pizza Vegetarian Friendly,"Vegetarian Friendly, Vegan Options,Lunch, Dinner,Italian, Pizza,Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar","9350 W Sahara Ave Suite 170, Las Vegas, NV 89117-8814"
Lobby Bar & Cafe,4.0,Open Now,127 reviews,$$ - $$$,,   Bar American Cafe,,"3121 Las Vegas Blvd S, Las Vegas, NV 89109-1967"
Sin City Brewing Company,4.0,,100 reviews,$$ - $$$,,   Brew Pub Pub,,"3717 Las Vegas Blvd S Suite 210, Las Vegas, NV 89109-4384"
Ohlala french bistro,4.5,Open Now,53 reviews,$$ - $$$,,   French European Vegetarian Friendly,,"2120 N Rampart Blvd Ste 150 Summerlin, Las Vegas, NV 89128-7670"
Mount Everest India's Cuisine,4.5,Closed Now,116 reviews,$$ - $$$,,   Indian Vegetarian Friendly Vegan Options,,"3641 W Sahara Ave, Las Vegas, NV 89102-5870"
Snack Bar at the Bellagio,4.0,Open Now,471 reviews,$,"Quick Bites, American, Bar, Fast Food, Vegetarian Friendly", Quick Bites American Bar,"Vegetarian Friendly,Lunch, Late Night,American, Bar, Fast Food,Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi","3600 Las Vegas Blvd S Neighborhood: The Strip, Las Vegas, NV 89109-4303"
Dirt Dog,4.5,,39 reviews,$,, Armenian American Fast Food,,"3649 Las Vegas Blvd S Suite 617, Las Vegas, NV 89109-4373"
Charcoal Room,4.5,Closed Now,122 reviews,$$$$,"American, Steakhouse", American Steakhouse,"$20 - $35,Dinner,American, Steakhouse,Reservations, Seating, Waitstaff, Parking Available, Valet Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Private Dining","4949 N Rancho Dr, Las Vegas, NV 89130-3505"
Starbucks,4.0,Open Now,305 reviews,$$ - $$$,"American, Cafe",   American Cafe,"Breakfast,American, Cafe,Takeout, Seating, Wheelchair Accessible, Free Wifi","3570 Las Vegas Blvd S, Las Vegas, NV 89109-8924"
BRIO Tuscan Grille,4.0,Open Now,217 reviews,$$ - $$$,"Italian, Bar, Vegetarian Friendly, Gluten Free Options",   Italian Bar Vegetarian Friendly,"$9 - $24,Vegetarian Friendly, Gluten Free Options,Brunch, Lunch, Dinner, Drinks,Italian, Bar,Takeout, Television, Highchairs Available, Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Street Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Free Wifi, Accepts Credit Cards","420 S Rampart Blvd Ste 180 #180, Las Vegas, NV 89145-5746"
Archi's Thai Bistro,4.5,Open Now,129 reviews,$$ - $$$,,   Asian Thai Vegetarian Friendly,,"6345 S Rainbow Blvd, Las Vegas, NV 89118-3218"
D Grill,4.0,Open Now,579 reviews,$$ - $$$,,   American Vegetarian Friendly,,"301 Fremont St, Las Vegas, NV 89101-5600"
Five Guys,4.5,Open Now,65 reviews,$,, Quick Bites American Fast Food,,"4065 S Maryland Pkwy, Las Vegas, NV 89119-7538"
Top of Binion's Steakhouse,4.5,,72 reviews,$$$$,, American Steakhouse,,"128 Fremont St Downtown, Las Vegas, NV 89101-5604"
Cafe Berlin,4.5,Open Now,137 reviews,$$ - $$$,"German, European, Central European",   German European Central European,"Lunch, Dinner,German, European, Central European,Takeout, Reservations, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol","4850 W Sunset Rd Suite 100-105, Las Vegas, NV 89118-4350"
Grand Cafe,4.0,,169 reviews,$$ - $$$,"American, Cafe, International, Vegetarian Friendly",   American Cafe International,"Vegetarian Friendly,Breakfast, Lunch, Dinner, Brunch, Late Night,American, Cafe, International,Takeout, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol","2411 W Sahara Ave Palace Station Casino Hotel, Las Vegas, NV 89102-4343"
Feast Buffet at Palace Station,4.0,Open Now,507 reviews,$,, Quick Bites American International,,"2411 W Sahara Ave, Las Vegas, NV 89102-4343"
Cinnabon,4.5,,96 reviews,$,, Dessert Fast Food American,,"3850 Las Vegas Blvd S, Las Vegas, NV 89109-4324"
Red Rock Casino Resort Spa,4.0,Open Now,153 reviews,$$ - $$$,,   American,,"11011 W Charleston Blvd # 0, Las Vegas, NV 89135-1402"
Bronze Cafe,4.5,Open Now,84 reviews,$$ - $$$,"American, Cafe, Vegetarian Friendly, Vegan Options, Gluten Free Options",   American Cafe Vegetarian Friendly,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Breakfast, Dinner,American, Cafe,Takeout, Seating, Parking Available, Wheelchair Accessible, Delivery, Reservations","401 S Maryland Pkwy, Las Vegas, NV 89101-7206"
Sushi Kaya,4.5,Open Now,106 reviews,$$ - $$$,,   Japanese Sushi Asian,,"4355 Spring Mountain Rd Ste 101B, Las Vegas, NV 89102-8786"
Einstein Bros. Bagels,4.5,Closes in 21 min,122 reviews,$,"American, Cafe, Fast Food, Vegetarian Friendly, Vegan Options", American Cafe Fast Food,"Vegetarian Friendly, Vegan Options,Breakfast, Lunch, Brunch,American, Cafe, Fast Food,Takeout, Seating, Wheelchair Accessible","360 E Tropicana Ave Ste A101, Las Vegas, NV 89169"
Tilted Kilt,4.0,Open Now,677 reviews,$$ - $$$,"American, Irish, Bar, Pub",   American Irish Bar,"Lunch, Dinner, Brunch, Late Night, Drinks,American, Irish, Bar, Pub,Takeout, Reservations, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3545 Las Vegas Blvd S Unit L-26, Las Vegas, NV 89109-8978"
Northside Cafe & Chinese Kitchen,4.0,Open Now,390 reviews,$$ - $$$,"Mexican, Chinese, American, Vegetarian Friendly, Vegan Options",   Mexican Chinese American,"$10 - $25,Vegetarian Friendly, Vegan Options,Lunch, Dinner, Late Night, Breakfast,Mexican, Chinese, American,Seating, Waitstaff, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Takeout, Free Off-Street Parking, Accepts Credit Cards","2535 Las Vegas Blvd S, Las Vegas, NV 89109-1137"
800 Degrees Neapolitan Pizzeria,4.0,,102 reviews,$$ - $$$,"Quick Bites, Italian, Pizza, Vegetarian Friendly, Vegan Options",   Quick Bites Italian Pizza,"Vegetarian Friendly, Vegan Options,Lunch, Dinner,Italian, Pizza,Takeout, Seating, Wheelchair Accessible, Serves Alcohol","2535 Las Vegas Blvd S at SLS, Las Vegas, NV 89109-1137"
Blueberry Hill Family Restaurant,4.0,Open Now,128 reviews,$$ - $$$,"American, Diner, Vegetarian Friendly",   American Diner Vegetarian Friendly,"Vegetarian Friendly,Breakfast, Lunch, Dinner, Brunch, Late Night,American, Diner,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Reservations","3790 E Flamingo Rd, Las Vegas, NV 89121-4921"
IHOP,4.0,Open Now,215 reviews,$,"American, Diner, Vegetarian Friendly, Gluten Free Options", American Diner Vegetarian Friendly,"Vegetarian Friendly, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night,American, Diner,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Free Wifi","7490 Las Vegas Blvd S, Las Vegas, NV 89123-1008"
PBR Rockbar & Grill,4.0,Open Now,"1,572 reviews",$$ - $$$,"Local cuisine, American, Bar, Pub, Vegetarian Friendly",   American Bar Pub,"$5 - $30,Vegetarian Friendly,Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks,American, Bar, Pub,Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3663 Las Vegas Blvd S, Las Vegas, NV 89109-1920"
Gordon Ramsay Pub & Grill,3.5,Open Now,"5,341 reviews",$$ - $$$,"American, Bar, British, Pub, Vegetarian Friendly, Gluten Free Options",   American Bar British,"$0,Vegetarian Friendly, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,American, Bar, British, Pub,Seating, Waitstaff, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","3570 Las Vegas Blvd S Caesar's Palace, Las Vegas, NV 89109-8924"
California Pizza Kitchen,4.0,Open Now,150 reviews,$$ - $$$,"Italian, American, Pizza, Vegetarian Friendly, Vegan Options",   Italian American Pizza,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner,Italian, American, Pizza,Takeout, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Reservations","6659 Las Vegas Blvd. South blding C1, Las Vegas, NV 89119-3270"
Le Cafe Ile St. Louis,3.5,Open Now,"1,441 reviews",$$ - $$$,"French, American, Cafe, European, Vegetarian Friendly, Vegan Options",   French American Cafe,"$0,Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night,French, American, Cafe, European,Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3655 Las Vegas Blvd S, Las Vegas, NV 89109-4345"
Starbucks,4.0,Open Now,464 reviews,$$ - $$$,,   American Cafe,,"3200 Las Vegas Blvd S Ste 1095, Las Vegas, NV 89109-2612"
Tamba Indian Cuisine & Lounge,4.0,Closed Now,654 reviews,$$ - $$$,"Indian, Asian, Vegetarian Friendly, Vegan Options, Halal",   Indian Asian Vegetarian Friendly,"$13 - $25,Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options,Lunch, Dinner, Late Night,Indian, Asian,Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Takeout, Reservations, Seating, Waitstaff, Free Off-Street Parking, Highchairs Available, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Buffet, Accepts Credit Cards","3743 Las Vegas Blvd S Ste 205, Las Vegas, NV 89109-4336"
Oyster Bay Seafood LLC,4.0,Open Now,422 reviews,$$ - $$$,"Local cuisine, American, Seafood, Vegetarian Friendly",   American Seafood Vegetarian Friendly,"$0,Vegetarian Friendly,Lunch, Dinner, Brunch, Breakfast, Late Night,American, Seafood,Reservations, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Highchairs Available","3663 Las Vegas Blvd S Ste 560, Las Vegas, NV 89109-1920"
Pamplemousse French Restaurant,4.0,Closed Now,201 reviews,$$$$,"French, European, Vegetarian Friendly, Gluten Free Options", French European Vegetarian Friendly,"$31 - $40,Vegetarian Friendly, Gluten Free Options,Dinner,French, European,Reservations, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar","400 E Sahara Ave, Las Vegas, NV 89104-2612"
Lagasse's Stadium,4.0,Open Now,644 reviews,$$ - $$$,"Pizza, American, Bar, Pub, Contemporary",   Pizza American Bar,"$20 - $40,Lunch, Dinner, Drinks,Pizza, American, Bar, Pub, Contemporary,Seating, Waitstaff, Parking Available, Valet Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Reservations, Outdoor Seating, Private Dining, Free Wifi","3325 Las Vegas Blvd S Ste 101 Palazzo Hotel, Las Vegas, NV 89109-1414"
Red Lobster,4.5,Open Now,139 reviews,$$ - $$$,"American, Seafood",   American Seafood,"Lunch, Dinner, Late Night,American, Seafood,Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Takeout, Reservations","200 S Decatur Blvd, Las Vegas, NV 89107-2930"
Metro Pizza,4.0,Open Now,167 reviews,$,, Pizza Fast Food Italian,,"4178 Koval Ln, Las Vegas, NV 89109-4568"
French Market Buffet,4.0,Closed Now,778 reviews,$$ - $$$,"Local cuisine, Quick Bites, American, Vegetarian Friendly, Vegan Options",   Quick Bites American Vegetarian Friendly,"$20,Vegetarian Friendly, Vegan Options,Breakfast, Lunch, Dinner, Brunch, Late Night,American,Seating, Waitstaff, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Buffet","4500 W Tropicana Ave, Las Vegas, NV 89103-5420"
Ondori Asian Kitchen,4.5,Open Now,103 reviews,$$ - $$$,"Chinese, Japanese, Sushi, Asian, Fusion, Vegetarian Friendly",   Chinese Japanese Sushi,"$30,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner,Chinese, Japanese, Sushi, Asian, Fusion,Parking Available, Full Bar, Takeout, Seating, Waitstaff, Street Parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Reservations, Television, Accepts Credit Cards","4500 W Tropicana Ave, Las Vegas, NV 89103-5420"
Chicago Joe's,4.0,Open Now,186 reviews,$$ - $$$,"Italian, Vegetarian Friendly",   Italian Vegetarian Friendly,"$27,Vegetarian Friendly,Lunch, Dinner,Italian,Takeout, Reservations, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol","820 S 4th St, Las Vegas, NV 89101-6709"
Capriotti's Sandwich Shop,4.5,Open Now,172 reviews,$,"American, Fast Food, Deli, Soups, Vegetarian Friendly", American Fast Food Deli,"$0,Vegetarian Friendly,Lunch, Dinner, Late Night,American, Fast Food, Deli, Soups,Takeout, Seating, Wheelchair Accessible, Delivery","324 W Sahara Ave, Las Vegas, NV 89102-5010"
Simply Pure by Chef Stacey Dougan,4.5,Open Now,65 reviews,$$ - $$$,,   American Vegetarian Friendly Vegan Options,,"707 Fremont St Ste 2310, Las Vegas, NV 89101-5615"
Pieology Pizzeria,4.5,Open Now,75 reviews,$,"Pizza, American, Fast Food, Vegetarian Friendly, Vegan Options", Pizza American Fast Food,"$0,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner,Pizza, American, Fast Food,Outdoor Seating, Takeout, Seating, Parking Available, Free Off-Street Parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards","365 Hughes Center Dr Ste. 130, Las Vegas, NV 89169-4827"
